parent,state_code,state,category,term,state_category_percentage,state_category_percentage_label,state_term_percentage,state_term_percentage_label
origin,TX,Texas,Care,373 other terms,0.0536,5.36%,0.6029,60.29%
origin,TX,Texas,Care,animal welfare,0.0536,5.36%,0.0884,8.84%
origin,TX,Texas,Care,burial & funeral help,0.0536,5.36%,0.058,5.8000000000000007%
origin,TX,Texas,Care,childcare,0.0536,5.36%,0.0553,5.53%
origin,TX,Texas,Care,support groups,0.0536,5.36%,0.1954,19.54%
origin,TX,Texas,Education,103 other terms,0.0269,2.69%,0.2725,27.250000000000004%
origin,TX,Texas,Education,computer class,0.0269,2.69%,0.0529,5.29%
origin,TX,Texas,Education,english as a second language (esl),0.0269,2.69%,0.2606,26.06%
origin,TX,Texas,Education,ged/high-school equivalency,0.0269,2.69%,0.1171,11.709999999999999%
origin,TX,Texas,Education,skills & training,0.0269,2.69%,0.0833,8.33%
origin,TX,Texas,Education,specialized training,0.0269,2.69%,0.1098,10.979999999999999%
origin,TX,Texas,Education,supported employment,0.0269,2.69%,0.1037,10.37%
origin,TX,Texas,Food,153 other terms,0.1772,17.72%,0.1787,17.87%
origin,TX,Texas,Food,emergency food,0.1772,17.72%,0.0868,8.68%
origin,TX,Texas,Food,food delivery,0.1772,17.72%,0.1047,10.47%
origin,TX,Texas,Food,food pantry,0.1772,17.72%,0.5592,55.92%
origin,TX,Texas,Food,help pay for food,0.1772,17.72%,0.0706,7.06%
origin,TX,Texas,Goods,408 other terms,0.0643,6.43%,0.3698,36.980000000000004%
origin,TX,Texas,Goods,baby supplies,0.0643,6.43%,0.0905,9.0499999999999989%
origin,TX,Texas,Goods,clothing,0.0643,6.43%,0.1676,16.76%
origin,TX,Texas,Goods,diapers & formula,0.0643,6.43%,0.134,13.4%
origin,TX,Texas,Goods,furniture,0.0643,6.43%,0.1005,10.05%
origin,TX,Texas,Goods,toys & gifts,0.0643,6.43%,0.1376,13.76%
origin,TX,Texas,Health,1205 other terms,0.1166,11.66%,0.7513,75.13%
origin,TX,Texas,Health,dental care,0.1166,11.66%,0.117,11.700000000000001%
origin,TX,Texas,Health,help pay for healthcare,0.1166,11.66%,0.0734,7.3400000000000007%
origin,TX,Texas,Health,prescription assistance,0.1166,11.66%,0.0583,5.83%
origin,TX,Texas,Housing,757 other terms,0.3382,33.82%,0.3087,30.869999999999997%
origin,TX,Texas,Housing,help find housing,0.3382,33.82%,0.0974,9.74%
origin,TX,Texas,Housing,help pay for housing,0.3382,33.82%,0.2713,27.13%
origin,TX,Texas,Housing,help pay for utilities,0.3382,33.82%,0.218,21.8%
origin,TX,Texas,Housing,temporary shelter,0.3382,33.82%,0.1046,10.459999999999999%
origin,TX,Texas,Legal,136 other terms,0.0145,1.4500000000000002%,0.2525,25.25%
origin,TX,Texas,Legal,advocacy & legal aid,0.0145,1.4500000000000002%,0.2184,21.84%
origin,TX,Texas,Legal,citizenship & immigration,0.0145,1.4500000000000002%,0.1921,19.21%
origin,TX,Texas,Legal,discrimination & civil rights,0.0145,1.4500000000000002%,0.0535,5.35%
origin,TX,Texas,Legal,identification recovery,0.0145,1.4500000000000002%,0.065,6.5%
origin,TX,Texas,Legal,representation,0.0145,1.4500000000000002%,0.2186,21.86%
origin,TX,Texas,Money,201 other terms,0.1007,10.07%,0.2671,26.71%
origin,TX,Texas,Money,emergency payments,0.1007,10.07%,0.0565,5.65%
origin,TX,Texas,Money,financial aid & loans,0.1007,10.07%,0.0766,7.66%
origin,TX,Texas,Money,financial assistance,0.1007,10.07%,0.4342,43.419999999999995%
origin,TX,Texas,Money,help pay for car,0.1007,10.07%,0.1125,11.25%
origin,TX,Texas,Money,personal loans,0.1007,10.07%,0.0531,5.3100000000000005%
origin,TX,Texas,Other,16305 other terms,0.0271,2.71%,0.9276,92.759999999999991%
origin,TX,Texas,Other,single parent,0.0271,2.71%,0.0724,7.24%
origin,TX,Texas,Transit,140 other terms,0.0664,6.64%,0.069,6.9%
origin,TX,Texas,Transit,bus passes,0.0664,6.64%,0.0891,8.91%
origin,TX,Texas,Transit,help pay for gas,0.0664,6.64%,0.1228,12.280000000000001%
origin,TX,Texas,Transit,help pay for transit,0.0664,6.64%,0.0879,8.7900000000000009%
origin,TX,Texas,Transit,transportation,0.0664,6.64%,0.3753,37.53%
origin,TX,Texas,Transit,transportation for healthcare,0.0664,6.64%,0.2559,25.590000000000003%
origin,TX,Texas,Work,49 other terms,0.0144,1.44%,0.1265,12.65%
origin,TX,Texas,Work,help find work,0.0144,1.44%,0.3307,33.07%
origin,TX,Texas,Work,job placement,0.0144,1.44%,0.5428,54.279999999999994%
"",TX,Texas,origin,origin,0,"",0,""
origin,UT,Utah,Care,158 other terms,0.099,9.9%,0.3425,34.25%
origin,UT,Utah,Care,animal welfare,0.099,9.9%,0.0865,8.6499999999999986%
origin,UT,Utah,Care,navigating the system,0.099,9.9%,0.1165,11.65%
origin,UT,Utah,Care,support groups,0.099,9.9%,0.1798,17.98%
origin,UT,Utah,Care,support network,0.099,9.9%,0.2747,27.47%
origin,UT,Utah,Education,47 other terms,0.0448,4.4799999999999995%,0.2539,25.39%
origin,UT,Utah,Education,english as a second language,0.0448,4.4799999999999995%,0.0543,5.43%
origin,UT,Utah,Education,english as a second language (esl),0.0448,4.4799999999999995%,0.1683,16.830000000000002%
origin,UT,Utah,Education,more education,0.0448,4.4799999999999995%,0.2749,27.49%
origin,UT,Utah,Education,skills & training,0.0448,4.4799999999999995%,0.1766,17.66%
origin,UT,Utah,Education,supported employment,0.0448,4.4799999999999995%,0.0719,7.19%
origin,UT,Utah,Food,47 other terms,0.1652,16.520000000000003%,0.1248,12.479999999999999%
origin,UT,Utah,Food,emergency food,0.1652,16.520000000000003%,0.0811,8.1100000000000012%
origin,UT,Utah,Food,food delivery,0.1652,16.520000000000003%,0.0847,8.4699999999999989%
origin,UT,Utah,Food,food pantry,0.1652,16.520000000000003%,0.5816,58.160000000000004%
origin,UT,Utah,Food,help pay for food,0.1652,16.520000000000003%,0.0716,7.16%
origin,UT,Utah,Food,meals,0.1652,16.520000000000003%,0.0562,5.62%
origin,UT,Utah,Goods,122 other terms,0.0482,4.82%,0.4598,45.98%
origin,UT,Utah,Goods,clothing,0.0482,4.82%,0.2436,24.36%
origin,UT,Utah,Goods,diapers & formula,0.0482,4.82%,0.1043,10.43%
origin,UT,Utah,Goods,furniture,0.0482,4.82%,0.0777,7.7700000000000005%
origin,UT,Utah,Goods,toys & gifts,0.0482,4.82%,0.1146,11.459999999999999%
origin,UT,Utah,Health,464 other terms,0.1549,15.49%,0.6127,61.27%
origin,UT,Utah,Health,dental care,0.1549,15.49%,0.0755,7.55%
origin,UT,Utah,Health,health education,0.1549,15.49%,0.0582,5.82%
origin,UT,Utah,Health,help pay for healthcare,0.1549,15.49%,0.1058,10.58%
origin,UT,Utah,Health,medical care,0.1549,15.49%,0.0839,8.39%
origin,UT,Utah,Health,mental health care,0.1549,15.49%,0.064,6.4%
origin,UT,Utah,Housing,263 other terms,0.2505,25.05%,0.2763,27.63%
origin,UT,Utah,Housing,help find housing,0.2505,25.05%,0.1077,10.77%
origin,UT,Utah,Housing,help pay for housing,0.2505,25.05%,0.3331,33.31%
origin,UT,Utah,Housing,help pay for utilities,0.2505,25.05%,0.1158,11.58%
origin,UT,Utah,Housing,housing vouchers,0.2505,25.05%,0.0689,6.8900000000000006%
origin,UT,Utah,Housing,temporary shelter,0.2505,25.05%,0.0982,9.82%
origin,UT,Utah,Legal,44 other terms,0.0217,2.17%,0.1447,14.469999999999999%
origin,UT,Utah,Legal,advocacy & legal aid,0.0217,2.17%,0.3192,31.919999999999998%
origin,UT,Utah,Legal,citizenship & immigration,0.0217,2.17%,0.1205,12.049999999999999%
origin,UT,Utah,Legal,mediation,0.0217,2.17%,0.0506,5.06%
origin,UT,Utah,Legal,representation,0.0217,2.17%,0.2295,22.95%
origin,UT,Utah,Legal,translation & interpretation,0.0217,2.17%,0.0661,6.61%
origin,UT,Utah,Legal,workplace rights,0.0217,2.17%,0.0694,6.94%
origin,UT,Utah,Money,99 other terms,0.1265,12.65%,0.2997,29.970000000000002%
origin,UT,Utah,Money,financial aid & loans,0.1265,12.65%,0.0768,7.68%
origin,UT,Utah,Money,financial assistance,0.1265,12.65%,0.4695,46.949999999999996%
origin,UT,Utah,Money,government benefits,0.1265,12.65%,0.061,6.1%
origin,UT,Utah,Money,help pay for car,0.1265,12.65%,0.0929,9.29%
origin,UT,Utah,Other,1489 other terms,0.0188,1.8800000000000001%,1,100%
origin,UT,Utah,Transit,63 other terms,0.0557,5.57%,0.0928,9.28%
origin,UT,Utah,Transit,bus passes,0.0557,5.57%,0.1364,13.639999999999999%
origin,UT,Utah,Transit,help pay for gas,0.0557,5.57%,0.1672,16.72%
origin,UT,Utah,Transit,help pay for transit,0.0557,5.57%,0.1275,12.75%
origin,UT,Utah,Transit,transportation,0.0557,5.57%,0.322,32.2%
origin,UT,Utah,Transit,transportation for healthcare,0.0557,5.57%,0.1541,15.409999999999998%
origin,UT,Utah,Work,17 other terms,0.0147,1.47%,0.1153,11.53%
origin,UT,Utah,Work,help find work,0.0147,1.47%,0.4041,40.410000000000004%
origin,UT,Utah,Work,job placement,0.0147,1.47%,0.4807,48.07%
"",UT,Utah,origin,origin,0,"",0,""
origin,VA,Virginia,Care,241 other terms,0.0862,8.62%,0.4924,49.24%
origin,VA,Virginia,Care,navigating the system,0.0862,8.62%,0.0791,7.91%
origin,VA,Virginia,Care,support groups,0.0862,8.62%,0.1538,15.379999999999999%
origin,VA,Virginia,Care,support network,0.0862,8.62%,0.2747,27.47%
origin,VA,Virginia,Education,66 other terms,0.0396,3.9600000000000004%,0.2448,24.48%
origin,VA,Virginia,Education,english as a second language (esl),0.0396,3.9600000000000004%,0.2695,26.950000000000003%
origin,VA,Virginia,Education,more education,0.0396,3.9600000000000004%,0.1925,19.25%
origin,VA,Virginia,Education,skills & training,0.0396,3.9600000000000004%,0.1541,15.409999999999998%
origin,VA,Virginia,Education,specialized training,0.0396,3.9600000000000004%,0.0619,6.1899999999999995%
origin,VA,Virginia,Education,supported employment,0.0396,3.9600000000000004%,0.0772,7.7200000000000006%
origin,VA,Virginia,Food,103 other terms,0.1772,17.72%,0.0977,9.77%
origin,VA,Virginia,Food,emergency food,0.1772,17.72%,0.0649,6.49%
origin,VA,Virginia,Food,food delivery,0.1772,17.72%,0.0959,9.59%
origin,VA,Virginia,Food,food pantry,0.1772,17.72%,0.6127,61.27%
origin,VA,Virginia,Food,help pay for food,0.1772,17.72%,0.0645,6.45%
origin,VA,Virginia,Food,meals,0.1772,17.72%,0.0643,6.43%
origin,VA,Virginia,Goods,272 other terms,0.0675,6.75%,0.2893,28.93%
origin,VA,Virginia,Goods,baby supplies,0.0675,6.75%,0.0894,8.94%
origin,VA,Virginia,Goods,clothing,0.0675,6.75%,0.3106,31.06%
origin,VA,Virginia,Goods,diapers & formula,0.0675,6.75%,0.1225,12.25%
origin,VA,Virginia,Goods,furniture,0.0675,6.75%,0.0863,8.63%
origin,VA,Virginia,Goods,toys & gifts,0.0675,6.75%,0.102,10.2%
origin,VA,Virginia,Health,747 other terms,0.1137,11.37%,0.6537,65.36999999999999%
origin,VA,Virginia,Health,dental care,0.1137,11.37%,0.0614,6.1400000000000006%
origin,VA,Virginia,Health,help pay for healthcare,0.1137,11.37%,0.0861,8.61%
origin,VA,Virginia,Health,medical care,0.1137,11.37%,0.0797,7.9699999999999989%
origin,VA,Virginia,Health,medical supplies,0.1137,11.37%,0.0583,5.83%
origin,VA,Virginia,Health,mental health care,0.1137,11.37%,0.0609,6.09%
origin,VA,Virginia,Housing,503 other terms,0.303,30.3%,0.269,26.900000000000002%
origin,VA,Virginia,Housing,help find housing,0.303,30.3%,0.0933,9.33%
origin,VA,Virginia,Housing,help pay for housing,0.303,30.3%,0.2881,28.810000000000002%
origin,VA,Virginia,Housing,help pay for utilities,0.303,30.3%,0.1733,17.330000000000002%
origin,VA,Virginia,Housing,residential housing,0.303,30.3%,0.0658,6.58%
origin,VA,Virginia,Housing,temporary shelter,0.303,30.3%,0.1105,11.05%
origin,VA,Virginia,Legal,79 other terms,0.015,1.5%,0.2326,23.26%
origin,VA,Virginia,Legal,advocacy & legal aid,0.015,1.5%,0.3442,34.42%
origin,VA,Virginia,Legal,citizenship & immigration,0.015,1.5%,0.1987,19.869999999999997%
origin,VA,Virginia,Legal,representation,0.015,1.5%,0.1621,16.21%
origin,VA,Virginia,Legal,translation & interpretation,0.015,1.5%,0.0623,6.23%
origin,VA,Virginia,Money,142 other terms,0.105,10.5%,0.3061,30.61%
origin,VA,Virginia,Money,emergency payments,0.105,10.5%,0.0775,7.75%
origin,VA,Virginia,Money,financial aid & loans,0.105,10.5%,0.0543,5.43%
origin,VA,Virginia,Money,financial assistance,0.105,10.5%,0.4368,43.68%
origin,VA,Virginia,Money,help pay for car,0.105,10.5%,0.1253,12.53%
origin,VA,Virginia,Other,4608 other terms,0.0186,1.8599999999999999%,0.9048,90.48%
origin,VA,Virginia,Other,single parent,0.0186,1.8599999999999999%,0.0952,9.5200000000000014%
origin,VA,Virginia,Transit,99 other terms,0.061,6.1%,0.0506,5.06%
origin,VA,Virginia,Transit,bus passes,0.061,6.1%,0.0555,5.55%
origin,VA,Virginia,Transit,help pay for gas,0.061,6.1%,0.1018,10.18%
origin,VA,Virginia,Transit,help pay for transit,0.061,6.1%,0.0993,9.93%
origin,VA,Virginia,Transit,transportation,0.061,6.1%,0.4793,47.93%
origin,VA,Virginia,Transit,transportation for healthcare,0.061,6.1%,0.2135,21.349999999999998%
origin,VA,Virginia,Work,28 other terms,0.0131,1.31%,0.0727,7.2700000000000005%
origin,VA,Virginia,Work,help find work,0.0131,1.31%,0.4056,40.56%
origin,VA,Virginia,Work,job placement,0.0131,1.31%,0.4578,45.78%
origin,VA,Virginia,Work,work,0.0131,1.31%,0.0639,6.39%
"",VA,Virginia,origin,origin,0,"",0,""
origin,VI,Virgin Islands,Care,25 other terms,0.0473,4.73%,0.4625,46.25%
origin,VI,Virgin Islands,Care,adoption & foster placement,0.0473,4.73%,0.075,7.5%
origin,VI,Virgin Islands,Care,care,0.0473,4.73%,0.075,7.5%
origin,VI,Virgin Islands,Care,caregiver,0.0473,4.73%,0.075,7.5%
origin,VI,Virgin Islands,Care,childcare,0.0473,4.73%,0.0625,6.25%
origin,VI,Virgin Islands,Care,relief for caregivers,0.0473,4.73%,0.125,12.5%
origin,VI,Virgin Islands,Care,residential care,0.0473,4.73%,0.0625,6.25%
origin,VI,Virgin Islands,Care,respite,0.0473,4.73%,0.0625,6.25%
origin,VI,Virgin Islands,Education,8 other terms,0.0254,2.54%,0.2093,20.93%
origin,VI,Virgin Islands,Education,alternative education,0.0254,2.54%,0.0698,6.98%
origin,VI,Virgin Islands,Education,computer class,0.0254,2.54%,0.2326,23.26%
origin,VI,Virgin Islands,Education,help find school,0.0254,2.54%,0.1395,13.950000000000001%
origin,VI,Virgin Islands,Education,specialized training,0.0254,2.54%,0.1163,11.63%
origin,VI,Virgin Islands,Education,supported employment,0.0254,2.54%,0.2326,23.26%
origin,VI,Virgin Islands,Food,7 other terms,0.205,20.5%,0.0605,6.05%
origin,VI,Virgin Islands,Food,emergency food,0.205,20.5%,0.0663,6.63%
origin,VI,Virgin Islands,Food,food,0.205,20.5%,0.0663,6.63%
origin,VI,Virgin Islands,Food,food pantry,0.205,20.5%,0.1326,13.26%
origin,VI,Virgin Islands,Food,government food benefits,0.205,20.5%,0.1556,15.559999999999999%
origin,VI,Virgin Islands,Food,help pay for food,0.205,20.5%,0.2795,27.950000000000003%
origin,VI,Virgin Islands,Food,meals,0.205,20.5%,0.1354,13.54%
origin,VI,Virgin Islands,Food,nutrition education,0.205,20.5%,0.1037,10.37%
origin,VI,Virgin Islands,Goods,5 other terms,0.0301,3.01%,0.1373,13.73%
origin,VI,Virgin Islands,Goods,assistive technology,0.0301,3.01%,0.0588,5.88%
origin,VI,Virgin Islands,Goods,baby supplies,0.0301,3.01%,0.0588,5.88%
origin,VI,Virgin Islands,Goods,books,0.0301,3.01%,0.0784,7.84%
origin,VI,Virgin Islands,Goods,clothing,0.0301,3.01%,0.098,9.8%
origin,VI,Virgin Islands,Goods,diapers & formula,0.0301,3.01%,0.1373,13.73%
origin,VI,Virgin Islands,Goods,home goods,0.0301,3.01%,0.1176,11.76%
origin,VI,Virgin Islands,Goods,personal care items,0.0301,3.01%,0.1569,15.690000000000001%
origin,VI,Virgin Islands,Goods,personal safety,0.0301,3.01%,0.0588,5.88%
origin,VI,Virgin Islands,Goods,toys & gifts,0.0301,3.01%,0.098,9.8%
origin,VI,Virgin Islands,Health,58 other terms,0.1577,15.770000000000001%,0.4831,48.309999999999995%
origin,VI,Virgin Islands,Health,dental care,0.1577,15.770000000000001%,0.0674,6.74%
origin,VI,Virgin Islands,Health,disability benefits,0.1577,15.770000000000001%,0.0524,5.24%
origin,VI,Virgin Islands,Health,help pay for healthcare,0.1577,15.770000000000001%,0.2022,20.22%
origin,VI,Virgin Islands,Health,in-home support,0.1577,15.770000000000001%,0.0674,6.74%
origin,VI,Virgin Islands,Health,prescription assistance,0.1577,15.770000000000001%,0.1273,12.73%
origin,VI,Virgin Islands,Housing,17 other terms,0.2345,23.45%,0.2141,21.41%
origin,VI,Virgin Islands,Housing,help find housing,0.2345,23.45%,0.1411,14.11%
origin,VI,Virgin Islands,Housing,help pay for housing,0.2345,23.45%,0.3703,37.03%
origin,VI,Virgin Islands,Housing,help pay for utilities,0.2345,23.45%,0.1209,12.09%
origin,VI,Virgin Islands,Housing,long-term housing,0.2345,23.45%,0.0529,5.29%
origin,VI,Virgin Islands,Housing,maintenance & repairs,0.2345,23.45%,0.0504,5.04%
origin,VI,Virgin Islands,Housing,temporary shelter,0.2345,23.45%,0.0504,5.04%
origin,VI,Virgin Islands,Legal,4 other terms,0.0124,1.24%,0.1905,19.05%
origin,VI,Virgin Islands,Legal,advocacy & legal aid,0.0124,1.24%,0.0952,9.5200000000000014%
origin,VI,Virgin Islands,Legal,citizenship & immigration,0.0124,1.24%,0.1905,19.05%
origin,VI,Virgin Islands,Legal,representation,0.0124,1.24%,0.1905,19.05%
origin,VI,Virgin Islands,Legal,translation & interpretation,0.0124,1.24%,0.0952,9.5200000000000014%
origin,VI,Virgin Islands,Legal,workplace rights,0.0124,1.24%,0.2381,23.810000000000002%
origin,VI,Virgin Islands,Money,18 other terms,0.1719,17.19%,0.3196,31.96%
origin,VI,Virgin Islands,Money,financial aid & loans,0.1719,17.19%,0.1443,14.430000000000001%
origin,VI,Virgin Islands,Money,financial assistance,0.1719,17.19%,0.3677,36.77%
origin,VI,Virgin Islands,Money,personal loans,0.1719,17.19%,0.0756,7.5600000000000005%
origin,VI,Virgin Islands,Money,understand government programs,0.1719,17.19%,0.0928,9.28%
origin,VI,Virgin Islands,Other,25 other terms,0.036,3.5999999999999996%,0.5574,55.74%
origin,VI,Virgin Islands,Other,benefits,0.036,3.5999999999999996%,0.082,8.2000000000000011%
origin,VI,Virgin Islands,Other,caregiver ,0.036,3.5999999999999996%,0.0984,9.84%
origin,VI,Virgin Islands,Other,families,0.036,3.5999999999999996%,0.1639,16.39%
origin,VI,Virgin Islands,Other,low-income,0.036,3.5999999999999996%,0.0984,9.84%
origin,VI,Virgin Islands,Transit,6 other terms,0.0679,6.79%,0.1043,10.43%
origin,VI,Virgin Islands,Transit,car,0.0679,6.79%,0.1217,12.17%
origin,VI,Virgin Islands,Transit,help pay for gas,0.0679,6.79%,0.1304,13.04%
origin,VI,Virgin Islands,Transit,help pay for transit,0.0679,6.79%,0.0783,7.8299999999999992%
origin,VI,Virgin Islands,Transit,transportation,0.0679,6.79%,0.287,28.7%
origin,VI,Virgin Islands,Transit,transportation for healthcare,0.0679,6.79%,0.2783,27.83%
origin,VI,Virgin Islands,Work,help find work,0.0118,1.18%,0.2,20%
origin,VI,Virgin Islands,Work,interview training,0.0118,1.18%,0.05,5%
origin,VI,Virgin Islands,Work,job placement,0.0118,1.18%,0.6,60%
origin,VI,Virgin Islands,Work,job training,0.0118,1.18%,0.05,5%
origin,VI,Virgin Islands,Work,resume development,0.0118,1.18%,0.05,5%
origin,VI,Virgin Islands,Work,work,0.0118,1.18%,0.05,5%
"",VI,Virgin Islands,origin,origin,0,"",0,""
origin,VT,Vermont,Care,86 other terms,0.186,18.6%,0.2119,21.19%
origin,VT,Vermont,Care,navigating the system,0.186,18.6%,0.1886,18.86%
origin,VT,Vermont,Care,physical safety,0.186,18.6%,0.0501,5.01%
origin,VT,Vermont,Care,support groups,0.186,18.6%,0.0925,9.25%
origin,VT,Vermont,Care,support network,0.186,18.6%,0.457,45.7%
origin,VT,Vermont,Education,22 other terms,0.073,7.3%,0.1432,14.32%
origin,VT,Vermont,Education,english as a second language (esl),0.073,7.3%,0.0581,5.81%
origin,VT,Vermont,Education,more education,0.073,7.3%,0.5272,52.72%
origin,VT,Vermont,Education,skills & training,0.073,7.3%,0.2714,27.139999999999997%
origin,VT,Vermont,Food,22 other terms,0.1199,11.99%,0.1137,11.37%
origin,VT,Vermont,Food,emergency food,0.1199,11.99%,0.0668,6.68%
origin,VT,Vermont,Food,food delivery,0.1199,11.99%,0.1015,10.15%
origin,VT,Vermont,Food,food pantry,0.1199,11.99%,0.5388,53.879999999999995%
origin,VT,Vermont,Food,help pay for food,0.1199,11.99%,0.0768,7.68%
origin,VT,Vermont,Food,meals,0.1199,11.99%,0.1025,10.25%
origin,VT,Vermont,Goods,58 other terms,0.0365,3.65%,0.2613,26.13%
origin,VT,Vermont,Goods,baby supplies,0.0365,3.65%,0.0862,8.62%
origin,VT,Vermont,Goods,clothing,0.0365,3.65%,0.2744,27.439999999999998%
origin,VT,Vermont,Goods,diapers & formula,0.0365,3.65%,0.0731,7.31%
origin,VT,Vermont,Goods,home goods,0.0365,3.65%,0.1254,12.540000000000001%
origin,VT,Vermont,Goods,toys & gifts,0.0365,3.65%,0.1797,17.97%
origin,VT,Vermont,Health,215 other terms,0.2128,21.279999999999998%,0.2371,23.71%
origin,VT,Vermont,Health,community support services,0.2128,21.279999999999998%,0.0643,6.43%
